ADDR_LN_1,CITY,LATTD,LNGTD
866 COUNTY ROAD 230,SCHULENBURG,29.577634,-96.969533
2869 COUNTY ROAD 229,SCHULENBURG,29.58801,-96.938211
3148 COUNTY ROAD 229,SCHULENBURG,29.58947,-96.935589
121 COUNTY ROAD 229,SCHULENBURG,29.589947,-96.983973
125 COUNTY ROAD 229,SCHULENBURG,29.589948,-96.983934
60 COUNTY ROAD 229,SCHULENBURG,29.589948,-96.983956
257 COUNTY ROAD 229A,SCHULENBURG,29.589953,-96.982615
262 COUNTY ROAD 229,SCHULENBURG,29.590008,-96.980216
1660 COUNTY ROAD 229,SCHULENBURG,29.590227,-96.956637
1647 COUNTY ROAD 229,SCHULENBURG,29.590227,-96.956738
1501 COUNTY ROAD 229,SCHULENBURG,29.590227,-96.958069
1290 COUNTY ROAD 229,SCHULENBURG,29.590229,-96.961259
1941 COUNTY ROAD 229,SCHULENBURG,29.590258,-96.954386
1942 COUNTY ROAD 229,SCHULENBURG,29.590258,-96.954386
2106 COUNTY ROAD 229,SCHULENBURG,29.590358,-96.949096
2106 COUNTY ROAD 229,SCHULENBURG,29.590358,-96.949096
4506 COUNTY ROAD 217,SCHULENBURG,29.590361,-96.946927
691 COUNTY ROAD 223A,SCHULENBURG,29.590361,-96.946927
4458 COUNTY ROAD 217,SCHULENBURG,29.590361,-96.946927
4544 COUNTY ROAD 217,SCHULENBURG,29.590361,-96.946927
1059 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
4544 COUNTY ROAD 217,SCHULENBURG,29.590361,-96.946927
1193 COUNTY ROAD 221,SCHULENBURG,29.590361,-96.946927
1100 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
1180 COUNTY ROAD 221,SCHULENBURG,29.590361,-96.946927
338 COUNTY ROAD 221,SCHULENBURG,29.590361,-96.946927
4458 COUNTY ROAD 217,SCHULENBURG,29.590361,-96.946927
693 COUNTY ROAD 223A,SCHULENBURG,29.590361,-96.946927
938 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
229 COUNTY ROAD 217B,SCHULENBURG,29.590361,-96.946927
408 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
736 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
1637 COUNTY ROAD 221,SCHULENBURG,29.590361,-96.946927
408 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
1481 COUNTY ROAD 221,SCHULENBURG,29.590361,-96.946927
4458 COUNTY ROAD 217,SCHULENBURG,29.590361,-96.946927
693 COUNTY ROAD 223A,SCHULENBURG,29.590361,-96.946927
1535 COUNTY ROAD 218,SCHULENBURG,29.590361,-96.946927
2179 COUNTY ROAD 229,SCHULENBURG,29.590371,-96.947063
2450 COUNTY ROAD 229,SCHULENBURG,29.590382,-96.945202
3591 COUNTY ROAD 229,SCHULENBURG,29.592678,-96.930366
3591 COUNTY ROAD 229,SCHULENBURG,29.592678,-96.930366
3971 COUNTY ROAD 229,SCHULENBURG,29.59676,-96.921602
4320 COUNTY ROAD 229,SCHULENBURG,29.598046,-96.920243
14 COUNTY ROAD 223,SCHULENBURG,29.606382,-96.958672
14 COUNTY ROAD 223,SCHULENBURG,29.606382,-96.958672
7504 W COUNTY LINE RD,SCHULENBURG,29.63028,-97.027791
7360 W COUNTY LINE RD,SCHULENBURG,29.630286,-97.026184
7341 W COUNTY LINE RD,SCHULENBURG,29.630287,-97.025967
8406 W COUNTY LINE RD,SCHULENBURG,29.63046,-97.04629
6619 W COUNTY LINE RD,SCHULENBURG,29.630519,-97.014914
8390 W COUNTY LINE RD,SCHULENBURG,29.630635,-97.045291
8386 W COUNTY LINE RD,SCHULENBURG,29.630692,-97.044951
6174 W COUNTY LINE RD,SCHULENBURG,29.6307,-97.009439
6000 W COUNTY LINE RD,SCHULENBURG,29.630726,-97.005422
6000 W COUNTY LINE RD,SCHULENBURG,29.630726,-97.005422
8315 W COUNTY LINE RD,SCHULENBURG,29.631089,-97.042823
4724 W COUNTY LINE RD,SCHULENBURG,29.631106,-96.98793
4688 W COUNTY LINE RD,SCHULENBURG,29.631123,-96.987006
230 E COUNTY LINE RD,SCHULENBURG,29.632594,-96.882861
2440 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
2102 COUNTY ROAD 223,SCHULENBURG,29.632648,-96.879934
2440 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
2711 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
2438 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
158 COUNTY ROAD 223A,SCHULENBURG,29.632648,-96.879934
528 COUNTY ROAD 223,SCHULENBURG,29.632648,-96.879934
3734 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
712 COUNTY ROAD 223A,SCHULENBURG,29.632648,-96.879934
529 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
1563 COUNTY ROAD 221,SCHULENBURG,29.632648,-96.879934
712 COUNTY ROAD 223A,SCHULENBURG,29.632648,-96.879934
135 COUNTY ROAD 223A,SCHULENBURG,29.632648,-96.879934
135 COUNTY ROAD 223A,SCHULENBURG,29.632648,-96.879934
5755 FM 957,SCHULENBURG,29.640611,-96.931241
5777 FM 957,SCHULENBURG,29.64076,-96.931176
5827 FM 957,SCHULENBURG,29.641083,-96.931035
5827 FM 957,SCHULENBURG,29.641083,-96.931035
6011 FM 957,SCHULENBURG,29.642221,-96.930537
6106 FM 957,SCHULENBURG,29.642813,-96.930286
6935 FM 957,SCHULENBURG,29.649125,-96.930158
7085 FM 957,SCHULENBURG,29.650304,-96.930002
7231 FM 957,SCHULENBURG,29.651439,-96.929831
5339 STATE HIGHWAY 95 S,SHINER,29.354406,-97.158068
5330 STATE HIGHWAY 95 S,SHINER,29.354514,-97.158108
552 COUNTY ROAD 331,SHINER,29.35909,-97.192115
792 COUNTY ROAD 331,SHINER,29.361458,-97.191921
905 FM 958,SHINER,29.364743,-97.174898
905 FM 958,SHINER,29.364743,-97.174898
944 FM 958,SHINER,29.364793,-97.175758
4445 STATE HIGHWAY 95 S,SHINER,29.364887,-97.161389
1413 FM 958,SHINER,29.365274,-97.183836
1426 FM 958,SHINER,29.365319,-97.184515
1427 FM 958,SHINER,29.36532,-97.184531
1428 FM 958,SHINER,29.365321,-97.184547
1583 FM 958,SHINER,29.365501,-97.187294
1718 FM 958,SHINER,29.365562,-97.188561
1825 FM 958,SHINER,29.365619,-97.189561
2391 FM 958,SHINER,29.365817,-97.19855
2391 FM 958,SHINER,29.365817,-97.19855
2391 FM 958,SHINER,29.365817,-97.19855
2154 FM 958,SHINER,29.365835,-97.193694
2348 FM 958,SHINER,29.365872,-97.197533
2010 COUNTY ROAD 333,SHINER,29.366475,-97.186037
2010 COUNTY ROAD 333,SHINER,29.366475,-97.186037
534 COUNTY ROAD 337,SHINER,29.3671,-97.218955
18 H BLANK RD,SHINER,29.36765,-97.224042
200 H BLANK RD,SHINER,29.36789,-97.225142
1788 COUNTY ROAD 333,SHINER,29.369128,-97.186327
1956 COUNTY ROAD 332,SHINER,29.369797,-97.173769
5235 FM 966,SHINER,29.373336,-97.209712
1113 COUNTY ROAD 308,SHINER,29.375885,-97.092245
819 COUNTY ROAD 308,SHINER,29.376156,-97.094894
1435 COUNTY ROAD 333,SHINER,29.376579,-97.187227
1492 COUNTY ROAD 332,SHINER,29.376828,-97.17442
3356 STATE HIGHWAY 95 S,SHINER,29.377622,-97.164763
3300 STATE HIGHWAY 95 S,SHINER,29.378269,-97.164936
3300 STATE HIGHWAY 95 S,SHINER,29.378269,-97.164936
1281 COUNTY ROAD 332,SHINER,29.378406,-97.174617
3274 STATE HIGHWAY 95 S,SHINER,29.378575,-97.165016
1244 COUNTY ROAD 332,SHINER,29.378683,-97.174654
1043 COUNTY ROAD 336,SHINER,29.378991,-97.20611
461 COUNTY ROAD 338,SHINER,29.379044,-97.218718
3198 STATE HIGHWAY 95 S,SHINER,29.379462,-97.165252
1112 COUNTY ROAD 336,SHINER,29.379507,-97.203636
1068 COUNTY ROAD 338,SHINER,29.379605,-97.227688
1099 COUNTY ROAD 338,SHINER,29.379607,-97.227715
1099 COUNTY ROAD 338,SHINER,29.379607,-97.227715
1094 COUNTY ROAD 338,SHINER,29.379651,-97.22846
1094 COUNTY ROAD 338,SHINER,29.379651,-97.22846
1242 COUNTY ROAD 338,SHINER,29.379786,-97.230332
1242 COUNTY ROAD 338,SHINER,29.379786,-97.230332
3169 STATE HIGHWAY 95 S,SHINER,29.3798,-97.165343
444 COUNTY ROAD 336,SHINER,29.380894,-97.19188
444 COUNTY ROAD 336,SHINER,29.380894,-97.19188
245 COUNTY ROAD 519,SHINER,29.381987,-97.309098
4756 FM 966,SHINER,29.382267,-97.21065
433 COUNTY ROAD 309,SHINER,29.383972,-97.085074
609 COUNTY ROAD 322,SHINER,29.384541,-97.156029
1013 COUNTY ROAD 333,SHINER,29.385301,-97.188329
452 COUNTY ROAD 308,SHINER,29.38535,-97.094941
452 COUNTY ROAD 308,SHINER,29.38535,-97.094941
48 COUNTY ROAD 309,SHINER,29.386409,-97.093654
317 COUNTY ROAD 308,SHINER,29.386567,-97.094941
4486 FM 966,SHINER,29.386637,-97.211168
4357 FM 966,SHINER,29.387853,-97.211308
4280 FM 966,SHINER,29.388143,-97.21134
4278 FM 966,SHINER,29.388154,-97.211341
4278 FM 966,SHINER,29.388154,-97.211341
339 COUNTY ROAD 322,SHINER,29.388256,-97.155428
339 COUNTY ROAD 322,SHINER,29.388256,-97.155428
712 COUNTY ROAD 335A,SHINER,29.38867,-97.195885
712 COUNTY ROAD 335A,SHINER,29.38867,-97.195885
434 COUNTY ROAD 333,SHINER,29.389044,-97.188716
370 COUNTY ROAD 333,SHINER,29.389657,-97.188782
2738 STATE HIGHWAY 95 S,SHINER,29.389775,-97.167982
139 COUNTY ROAD 322,SHINER,29.389847,-97.150964
1744 COUNTY ROAD 302,SHINER,29.391797,-97.140722
1746 COUNTY ROAD 302,SHINER,29.391797,-97.140722
2902 FM 531,SHINER,29.392819,-97.100984
2053 COUNTY ROAD 302,SHINER,29.392971,-97.135812
3171 COUNTY ROAD 302,SHINER,29.393207,-97.117505
3171 COUNTY ROAD 302,SHINER,29.393207,-97.117505
2119 COUNTY ROAD 302,SHINER,29.393218,-97.134767
3177 COUNTY ROAD 302,SHINER,29.393233,-97.117379
2173 COUNTY ROAD 302,SHINER,29.39342,-97.133914
3271 COUNTY ROAD 302,SHINER,29.393629,-97.115551
895 COUNTY ROAD 302,SHINER,29.393756,-97.151043
893 COUNTY ROAD 302,SHINER,29.393756,-97.151043
2331 COUNTY ROAD 302,SHINER,29.394028,-97.131375
533 COUNTY ROAD 339,SHINER,29.394078,-97.217408
2624 FM 531,SHINER,29.394134,-97.104605
1940 COUNTY ROAD 335,SHINER,29.394287,-97.206107
3437 COUNTY ROAD 302,SHINER,29.39432,-97.112305
3450 COUNTY ROAD 302,SHINER,29.394377,-97.112048
2434 COUNTY ROAD 302,SHINER,29.394427,-97.129732
2434 COUNTY ROAD 302,SHINER,29.394427,-97.129732
2565 FM 531,SHINER,29.394428,-97.105385
2463 COUNTY ROAD 302,SHINER,29.394536,-97.129271
3819 FM 966,SHINER,29.394805,-97.209481
1057 COUNTY ROAD 339,SHINER,29.394866,-97.22978
1867 COUNTY ROAD 335,SHINER,29.394894,-97.199732
1756 COUNTY ROAD 335,SHINER,29.395002,-97.198599
108 COUNTY ROAD 333,SHINER,29.39503,-97.189337
2459 STATE HIGHWAY 95 S,SHINER,29.395096,-97.169407
3825 COUNTY ROAD 302,SHINER,29.395185,-97.108336
1410 COUNTY ROAD 335,SHINER,29.395564,-97.193088
1284 COUNTY ROAD 335,SHINER,29.395669,-97.192019
890 COUNTY ROAD 335,SHINER,29.396329,-97.184251
890 COUNTY ROAD 335,SHINER,29.396329,-97.184251
252 COUNTY ROAD 335,SHINER,29.397016,-97.176645
2264 STATE HIGHWAY 95 S,SHINER,29.397081,-97.169922
2820 COUNTY ROAD 306,SHINER,29.397159,-97.095031
3612 FM 966,SHINER,29.397496,-97.207327
3641 FM 966,SHINER,29.397526,-97.207308
591 COUNTY ROAD 302,SHINER,29.397879,-97.152359
3551 FM 966,SHINER,29.398529,-97.206672
813 COUNTY ROAD 303,SHINER,29.399349,-97.157862
813 COUNTY ROAD 303,SHINER,29.399349,-97.157862
811 COUNTY ROAD 303,SHINER,29.399357,-97.157895
809 COUNTY ROAD 303,SHINER,29.399369,-97.157923
307 COUNTY ROAD 303,SHINER,29.399602,-97.164633
3445 FM 966,SHINER,29.399694,-97.205927
343 COUNTY ROAD 303,SHINER,29.399749,-97.164055
449 COUNTY ROAD 302,SHINER,29.399813,-97.152947
366 COUNTY ROAD 303,SHINER,29.399841,-97.163679
366 COUNTY ROAD 303,SHINER,29.399841,-97.163679
770 COUNTY ROAD 303,SHINER,29.399903,-97.158121
2069 STATE HIGHWAY 95 S,SHINER,29.399956,-97.170677
418 COUNTY ROAD 303,SHINER,29.400043,-97.162849
1006 COUNTY ROAD 303,SHINER,29.400116,-97.154679
456 COUNTY ROAD 303,SHINER,29.400188,-97.162237
487 COUNTY ROAD 303,SHINER,29.40031,-97.161722
2063 FM 531,SHINER,29.400351,-97.109082
2063 FM 531,SHINER,29.400351,-97.109082
548 COUNTY ROAD 303,SHINER,29.400539,-97.16075
221 COUNTY ROAD 303,SHINER,29.400569,-97.165234
561 COUNTY ROAD 303,SHINER,29.400587,-97.160546
561 COUNTY ROAD 303,SHINER,29.400587,-97.160546
218 COUNTY ROAD 303,SHINER,29.400612,-97.165247
617 COUNTY ROAD 303,SHINER,29.400796,-97.159679
1999 STATE HIGHWAY 95 S,SHINER,29.400821,-97.170904
1985 COUNTY ROAD 334,SHINER,29.400873,-97.203316
377 COUNTY ROAD 302,SHINER,29.400917,-97.15329
377 COUNTY ROAD 302,SHINER,29.400917,-97.15329
2658 COUNTY ROAD 306,SHINER,29.401119,-97.093515
1926 STATE HIGHWAY 95 S,SHINER,29.401129,-97.170972
178 COUNTY ROAD 303,SHINER,29.401191,-97.165422
345 COUNTY ROAD 302,SHINER,29.401551,-97.153483
1939 COUNTY ROAD 334,SHINER,29.40167,-97.201211
1939 COUNTY ROAD 334,SHINER,29.40167,-97.201211
114 COUNTY ROAD 303,SHINER,29.402077,-97.165706
85 COUNTY ROAD 303,SHINER,29.40248,-97.165834
2546 COUNTY ROAD 306,SHINER,29.402567,-97.092834
285 COUNTY ROAD 302,SHINER,29.402734,-97.153844
1357 COUNTY ROAD 334,SHINER,29.403,-97.195522
171 COUNTY ROAD 301,SHINER,29.403239,-97.167939
507 COUNTY ROAD 301A,SHINER,29.403342,-97.1352
244 COUNTY ROAD 301,SHINER,29.403512,-97.166831
225 COUNTY ROAD 302,SHINER,29.403928,-97.154211
1192 COUNTY ROAD 334,SHINER,29.404119,-97.191074
1192 COUNTY ROAD 334,SHINER,29.404119,-97.191074
513 COUNTY ROAD 340,SHINER,29.404172,-97.210727
442 COUNTY ROAD 301,SHINER,29.404194,-97.164132
1862 COUNTY ROAD 301A,SHINER,29.404229,-97.118244
525 COUNTY ROAD 340,SHINER,29.404301,-97.210991
2412 COUNTY ROAD 306,SHINER,29.40436,-97.092846
1089 COUNTY ROAD 334,SHINER,29.404493,-97.189555
661 COUNTY ROAD 301,SHINER,29.404965,-97.160888
857 COUNTY ROAD 334,SHINER,29.405113,-97.187078
691 COUNTY ROAD 301,SHINER,29.405284,-97.159592
1673 STATE HIGHWAY 95 S,SHINER,29.405452,-97.172122
963 COUNTY ROAD 301,SHINER,29.406113,-97.156237
1514 COUNTY ROAD 300,SHINER,29.406664,-97.1602
325 COUNTY ROAD 301A,SHINER,29.406828,-97.136319
325 COUNTY ROAD 301A,SHINER,29.406828,-97.136319
1554 STATE HIGHWAY 95 S,SHINER,29.407456,-97.172644
1539 STATE HIGHWAY 95 S,SHINER,29.407602,-97.172684
1514 STATE HIGHWAY 95 S,SHINER,29.407845,-97.172751
2704 FM 966,SHINER,29.408037,-97.199182
1037 COUNTY ROAD 340,SHINER,29.408248,-97.218169
1720 STATE HIGHWAY 95 S,SHINER,29.408587,-97.213438
112 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
202 PRIVATE ROAD 3095,SHINER,29.408587,-97.213438
1720 STATE HIGHWAY 95 S,SHINER,29.408587,-97.213438
1720 STATE HIGHWAY 95 S,SHINER,29.408587,-97.213438
121 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
112 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
1800 N AVENUE J,SHINER,29.408587,-97.213438
1854 STATE HIGHWAY 95 S,SHINER,29.408587,-97.213438
1824 STATE HIGHWAY 95 S,SHINER,29.408587,-97.213438
1800 N AVENUE J,SHINER,29.408587,-97.213438
202 PRIVATE ROAD 3095,SHINER,29.408587,-97.213438
104 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
112 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
1720 STATE HIGHWAY 95 S,SHINER,29.408587,-97.213438
121 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
264 PRIVATE ROAD 3095,SHINER,29.408587,-97.213438
155 PRIVATE ROAD 3331,SHINER,29.408587,-97.213438
804 COUNTY ROAD 345,SHINER,29.408652,-97.181597
1462 STATE HIGHWAY 95 S,SHINER,29.408716,-97.172994
1643 COUNTY ROAD 342,SHINER,29.408855,-97.213289
1857 COUNTY ROAD 301,SHINER,29.409635,-97.14165
1887 COUNTY ROAD 301,SHINER,29.409761,-97.141099
1931 COUNTY ROAD 301,SHINER,29.409863,-97.14066
1931 COUNTY ROAD 301,SHINER,29.409863,-97.14066
1391 STATE HIGHWAY 95 S,SHINER,29.410001,-97.173321
2043 COUNTY ROAD 306,SHINER,29.410052,-97.092878
1408 STATE HIGHWAY 95 S,SHINER,29.4101,-97.173347
310 COUNTY ROAD 341A,SHINER,29.410601,-97.190598
308 COUNTY ROAD 341A,SHINER,29.410608,-97.190593
2006 COUNTY ROAD 306,SHINER,29.410631,-97.092885
2462 FM 966,SHINER,29.410765,-97.195756
176 COUNTY ROAD 341A,SHINER,29.410817,-97.190093
2448 FM 966,SHINER,29.410895,-97.195672
1276 FM 531,SHINER,29.411305,-97.113148
1235 STATE HIGHWAY 95 S,SHINER,29.411336,-97.173677
1235 STATE HIGHWAY 95 S,SHINER,29.411336,-97.173677
1212 STATE HIGHWAY 95 S,SHINER,29.411801,-97.173795
2341 FM 966,SHINER,29.412146,-97.19454
1201 STATE HIGHWAY 95 S,SHINER,29.412205,-97.173899
1201 STATE HIGHWAY 95 S,SHINER,29.412205,-97.173899
2579 COUNTY ROAD 301,SHINER,29.412367,-97.130241
1194 STATE HIGHWAY 95 S,SHINER,29.412374,-97.173944
2594 COUNTY ROAD 301,SHINER,29.412454,-97.129892
127 COUNTY ROAD 305,SHINER,29.412507,-97.092527
2262 FM 966,SHINER,29.412783,-97.193634
1153 STATE HIGHWAY 95 S,SHINER,29.412849,-97.174069
1153 STATE HIGHWAY 95 S,SHINER,29.412849,-97.174069
1153 STATE HIGHWAY 95 S,SHINER,29.412849,-97.174069
2826 COUNTY ROAD 301,SHINER,29.413071,-97.127291
1134 STATE HIGHWAY 95 S,SHINER,29.413097,-97.174134
1119 STATE HIGHWAY 95 S,SHINER,29.41349,-97.174229
2125 FM 966,SHINER,29.413939,-97.191175
3035 COUNTY ROAD 301,SHINER,29.413955,-97.123507
359 COUNTY ROAD 345,SHINER,29.414012,-97.183269
2046 FM 966,SHINER,29.414134,-97.190734
1052 STATE HIGHWAY 95 S,SHINER,29.414318,-97.17435
1147 FM 531,SHINER,29.41456,-97.114207
339 COUNTY ROAD 341,SHINER,29.414703,-97.197888
1913 FM 966,SHINER,29.41498,-97.188903
1064 COUNTY ROAD 300,SHINER,29.415097,-97.162783
53 PRIVATE ROAD 3090,SHINER,29.415135,-97.118494
89 PRIVATE ROAD 3090,SHINER,29.415135,-97.118494
89 PRIVATE ROAD 3090,SHINER,29.415135,-97.118494
125 PRIVATE ROAD 3090,SHINER,29.415135,-97.118494
3367 COUNTY ROAD 301,SHINER,29.415267,-97.11806
1820 FM 966,SHINER,29.415644,-97.187419
1534 COUNTY ROAD 342,SHINER,29.415984,-97.206763
1534 COUNTY ROAD 342,SHINER,29.415984,-97.206763
298 COUNTY ROAD 345,SHINER,29.416082,-97.18393
52 COUNTY ROAD 306,SHINER,29.416344,-97.113721
203 W WAGNER ST,SHINER,29.417022,-97.162817
2799 FM 533,SHINER,29.417124,-97.221796
221 W WAGNER ST,SHINER,29.417184,-97.162171
918 S SAINT LUDMILA ST,SHINER,29.417308,-97.163487
417 W 1ST ST,SHINER,29.417308,-97.163487
909 S SAINT LUDMILA ST,SHINER,29.417315,-97.163454
915 S SAINT LUDMILA ST,SHINER,29.417315,-97.163454
428 COUNTY ROAD 306,SHINER,29.417509,-97.10907
428 COUNTY ROAD 306,SHINER,29.417509,-97.10907
1011 S WELHAUSEN AVE,SHINER,29.417528,-97.162399
1003 S WELHAUSEN AVE,SHINER,29.417653,-97.162437
221 W MRAZ ST,SHINER,29.417757,-97.162707
221 W MRAZ ST,SHINER,29.417757,-97.162707
213 W MRAZ ST,SHINER,29.417778,-97.162622
204 W MRAZ ST,SHINER,29.417802,-97.162527
203 W MRAZ ST,SHINER,29.417805,-97.162516
804 S SAINT LUDMILA ST,SHINER,29.418085,-97.163728
804 S SAINT LUDMILA ST,SHINER,29.418085,-97.163728
815 S SAINT LUDMILA ST,SHINER,29.418092,-97.163695
220 W KOETHER ST,SHINER,29.418516,-97.163847
221 W KOETHER ST,SHINER,29.418558,-97.163664
214 W KOETHER ST,SHINER,29.418591,-97.163525
214 W KOETHER ST,SHINER,29.418591,-97.163525
913 S WELHAUSEN AVE,SHINER,29.41864,-97.162737
913 S WELHAUSEN AVE,SHINER,29.41864,-97.162737
213 W KOETHER ST,SHINER,29.41864,-97.16331
911 S WELHAUSEN AVE,SHINER,29.418659,-97.162743
911 S WELHAUSEN AVE,SHINER,29.418659,-97.162743
910 S WELHAUSEN AVE,SHINER,29.418668,-97.162746
910 S WELHAUSEN AVE,SHINER,29.418668,-97.162746
204 W KOETHER ST,SHINER,29.418714,-97.162988
203 W KOETHER ST,SHINER,29.418744,-97.162859
517 W BOZKA ST,SHINER,29.418794,-97.166731
502 W BOZKA ST,SHINER,29.418836,-97.166562
721 S SAINT LUDMILA ST,SHINER,29.419004,-97.163971
416 W BOZKA ST,SHINER,29.419095,-97.16548
412 W BOZKA ST,SHINER,29.419107,-97.165427
321 W BOZKA ST,SHINER,29.419257,-97.16477
320 W BOZKA ST,SHINER,29.419264,-97.164738
313 W BOZKA ST,SHINER,29.419319,-97.164514
313 W BOZKA ST,SHINER,29.419319,-97.164514
313 W BOZKA ST,SHINER,29.419319,-97.164514
821 S WELHAUSEN AVE,SHINER,29.419493,-97.163002
810 S WELHAUSEN AVE,SHINER,29.419594,-97.163034
803 S WELHAUSEN AVE,SHINER,29.419659,-97.163054
628 S AVENUE I,SHINER,29.419711,-97.168232
517 W RUNK ST,SHINER,29.419715,-97.166801
517 W RUNK ST,SHINER,29.419715,-97.166801
518 W RUNK ST,SHINER,29.419715,-97.166801
624 S AVENUE I,SHINER,29.419727,-97.168237
621 S AVENUE I,SHINER,29.419736,-97.168239
618 S AVENUE I,SHINER,29.419743,-97.168242
609 S AVENUE I,SHINER,29.419776,-97.168251
214 W BOZKA ST,SHINER,29.419845,-97.162479
613 S SAINT LUDMILA ST,SHINER,29.419853,-97.164233
621 S SAINT LUDMILA ST,SHINER,29.419853,-97.164233
204 W BOZKA ST,SHINER,29.419881,-97.162348
203 W BOZKA ST,SHINER,29.419885,-97.162333
201 W BOZKA ST,SHINER,29.419891,-97.16231
200 W BOZKA ST,SHINER,29.419895,-97.162295
721 S WELHAUSEN AVE,SHINER,29.419899,-97.163131
419 W RUNK ST,SHINER,29.419963,-97.16576
415 W RUNK ST,SHINER,29.419974,-97.165715
410 W RUNK ST,SHINER,29.419988,-97.165659
711 S WELHAUSEN AVE,SHINER,29.420148,-97.163212
704 S WELHAUSEN AVE,SHINER,29.420363,-97.163282
419 S AVENUE I,SHINER,29.420363,-97.168462
407 S AVENUE I,SHINER,29.420393,-97.168477
703 S WELHAUSEN AVE,SHINER,29.420395,-97.163292
408 S AVENUE I,SHINER,29.420415,-97.168489
213 W RUNK ST,SHINER,29.420435,-97.163881
522 W CHURCH ST,SHINER,29.420474,-97.168157
518 W CHURCH ST,SHINER,29.420531,-97.167929
515 W CHURCH ST,SHINER,29.42057,-97.167777
387 FM 531,SHINER,29.420694,-97.115774
515 S SAINT LUDMILA ST,SHINER,29.42071,-97.164502
515 S SAINT LUDMILA ST,SHINER,29.42071,-97.164502
515 S SAINT LUDMILA ST,SHINER,29.42071,-97.164502
504 W CHURCH ST,SHINER,29.420723,-97.167168
787 COUNTY ROAD 314,SHINER,29.420749,-97.081505
621 S ANNIE ST,SHINER,29.420833,-97.165802
621 S WELHAUSEN AVE,SHINER,29.420836,-97.163436
616 S ANNIE ST,SHINER,29.420885,-97.165818
1427 COUNTY ROAD 343,SHINER,29.420925,-97.184497
2573 FM 533,SHINER,29.420955,-97.219318
322 W CHURCH ST,SHINER,29.421204,-97.165245
322 S AVENUE I,SHINER,29.421273,-97.169195
1383 COUNTY ROAD 343,SHINER,29.421282,-97.18402
1383 COUNTY ROAD 343,SHINER,29.421282,-97.18402
1383 COUNTY ROAD 343,SHINER,29.421282,-97.18402
220 W CHURCH ST,SHINER,29.421316,-97.16479
215 W CHURCH ST,SHINER,29.421323,-97.164763
207 W CHURCH ST,SHINER,29.421331,-97.164728
201 W CHURCH ST,SHINER,29.421336,-97.164707
314 S AVENUE I,SHINER,29.421348,-97.169257
1361 COUNTY ROAD 343,SHINER,29.421461,-97.183771
417 S SAINT LUDMILA ST,SHINER,29.421567,-97.164797
522 S PECK ST,SHINER,29.421748,-97.163097
2510 FM 533,SHINER,29.421825,-97.218749
2478 FM 533,SHINER,29.42204,-97.218608
1119 FM 966,SHINER,29.422062,-97.17822
704 S PECK ST,SHINER,29.422145,-97.163202
703 S PECK ST,SHINER,29.422145,-97.163202
712 S PECK ST,SHINER,29.422158,-97.163206
711 S PECK ST,SHINER,29.422158,-97.163206
722 S PECK ST,SHINER,29.422185,-97.163213
721 S PECK ST,SHINER,29.422185,-97.163213
1122 FM 966,SHINER,29.422287,-97.17795
218 S AVENUE I,SHINER,29.422309,-97.17003
213 S AVENUE I,SHINER,29.422365,-97.170074
804 S PECK ST,SHINER,29.42237,-97.163262
812 S PECK ST,SHINER,29.422384,-97.163266
814 S PECK ST,SHINER,29.422384,-97.163266
811 S PECK ST,SHINER,29.422384,-97.163266
208 S AVENUE I,SHINER,29.422411,-97.17011
904 S PECK ST,SHINER,29.422582,-97.163318
903 S PECK ST,SHINER,29.422582,-97.163318
904 S PECK ST,SHINER,29.422582,-97.163318
204 W PHILLIP ST,SHINER,29.422603,-97.165058
912 S PECK ST,SHINER,29.422609,-97.163325
416 S WELHAUSEN AVE,SHINER,29.422626,-97.163986
416 S WELHAUSEN AVE,SHINER,29.422626,-97.163986
408 S WELHAUSEN AVE,SHINER,29.422676,-97.164001
329 COUNTY ROAD 343A,SHINER,29.422694,-97.190081
333 COUNTY ROAD 343A,SHINER,29.422711,-97.190114
253 COUNTY ROAD 343A,SHINER,29.422737,-97.188932
1003 S PECK ST,SHINER,29.422808,-97.163378
1011 S PECK ST,SHINER,29.422821,-97.163382
1011 S PECK ST,SHINER,29.422821,-97.163382
118 S AVENUE I,SHINER,29.423048,-97.170648
112 S AVENUE I,SHINER,29.423092,-97.170686
108 S AVENUE I,SHINER,29.42312,-97.17071
